Intégré à JOTFORM,Désignation,Nom PMI,Adresse,Ville,DPT,DPT Long,ZIP,Partenaire,Statut,Téléphone,Horaires,Commentaire / accès à la PMI / infos pratiques ,Latitude,Longitude
TRUE,PMI Boissy-Saint-Léger,PMI Boissy Saint Léger,"LA HAIE GRISELLE RUE GASTON-ROULLEAU, 94470 BOISSY-SAINT-LÉGER",Boissy-Saint-Léger,94,94 - Val-de-Marne,94470,oui,PMI,,,"difficile d'accès, pas possible de se garer à - de 150m, espace piéton",48.7543772,2.5009627
TRUE,PMI Allende / Bonneuil-sur-Marne,PMI Allende,"16 MAIL SALVADOR ALLENDE, 94380 BONNEUIL-SUR-MARNE",Bonneuil-sur-Marne,94,94 - Val-de-Marne,94380,oui,PMI,01.56.71.42.84,8h30-12h30 / 13h30-17h,,48.7706511,2.4802485
TRUE,PMI Amédée Laplace / Créteil,PMI Amédée Laplace,"7 RUE AMEDÉE LAPLACE, 94000 CRÉTEIL",Créteil,94,94 - Val-de-Marne,94000,oui,PMI,01.56.71.42.82,8h30-12h30 / 13h30-17h15,,48.7807089,2.4690187
TRUE,PMI Beuvin / Créteil,PMI Beuvin,"23 RUE CHARLES BEUVIN, 94000 CRÉTEIL",Créteil,94,94 - Val-de-Marne,94000,oui,PMI,01.56.71.41.62,,,48.8022979,2.4566031
TRUE,PMI Sablières / Créteil,PMI Sablières,"2 RUE DES SABLIERES, 94000 CRÉTEIL",Créteil,94,94 - Val-de-Marne,94000,oui,PMI,,,,48.788048,2.4543149
TRUE,PMI Michelet / Ivry-sur-Seine,PMI Michelet,"11 RUE MICHELET, 94200 IVRY-SUR-SEINE",Ivry-sur-Seine,94,94 - Val-de-Marne,94200,oui,PMI,,,,48.8092323,2.3797903
TRUE,PMI Odette Denis / Ivry-sur-Seine,PMI Odette Denis,"55 BD PAUL VAILLANT COUTURIER, 94200 IVRY-SUR-SEINE",Ivry-sur-Seine,94,94 - Val-de-Marne,94200,oui,PMI,,,,48.8179227,2.3983521
TRUE,PMI de Joinville-le-Pont,EDS de Joinville-le-Pont,"68 RUE DE PARIS, 94340 JOINVILLE-LE-PONT",Joinville-le-Pont,94,94 - Val-de-Marne,94340,oui,EDS,,8h30-12h30 / 13h30-17h30 fermé le mardi matin,,48.814247,2.4709861
TRUE,PMI de Limeil-Brévannes,PMI de Limeil-Brévannes,"24 RUE MARIUS DANTZ, 94470 LIMEIL-BRÉVANNES",Limeil-Brévannes,94,94 - Val-de-Marne,94450,oui,PMI,01.56.71.41.76,8h30-12h30 / 13h30-17h30,,48.7476019,2.4823328
TRUE,PMI Champigny / Saint-Maur-des-Fossés,PMI Champigny,"30 BOULEVARD DE CHAMPIGNY, 94100 SAINT-MAUR-DES-FOSSÉS",Saint-Maur-des-Fossés,94,94 - Val-de-Marne,94100,oui,PMI,01.48.83.91.22,,,48.8002367,2.5050755
TRUE,PMI Marne / Saint-Maur-des-Fossés,PMI Marne,"104 BOULEVARD DE LA MARNE, 94100 SAINT-MAUR-DES-FOSSÉS",Saint-Maur-des-Fossés,94,94 - Val-de-Marne,94100,oui,PMI,01.56.71.41.90,,,48.7892751,2.5119375
TRUE,PMI Rollin / Saint-Maur-des-Fossés,PMI Rollin,"1 BIS RUE LEDRU-ROLLIN, 94100 SAINT-MAUR-DES-FOSSÉS",Saint-Maur-des-Fossés,94,94 - Val-de-Marne,94100,oui,PMI,01.56.71.41.84,,,48.7974592,2.4792733
TRUE,PMI de Villecresnes,PMI de Villecresnes,"3 AVENUE FOREAU, 94440 VILLECRESNES",Villecresnes,94,94 - Val-de-Marne,94440,oui,PMI,01.56.71.42.85,,,48.7268496,2.5358898
TRUE,EMPP Villejuif,Equipe Mobile Psychiatrie Précarité Villejuif,"54, AVENUE DE LA RÉPUBLIQUE, 94800 VILLEJUIF",Villejuif,94,94 - Val-de-Marne,94800,oui,Hôpital,,,,48.7899808,2.3576352
TRUE,PMI de Beauchamp,PMI de Beauchamp,"45 AVENUE ROGER SALENGRO, 95250 BEAUCHAMP",Beauchamp,95,95 - Val-d'Oise,95250,oui,PMI,01.34.33.53.60,,,49.0136048,2.1955305
TRUE,PMI de Bessancourt,PMI de Bessancourt,"1 SQUARE BECQUET, 95550 BESSANCOURT",Bessancourt,95,95 - Val-d'Oise,95550,oui,PMI,,,,49.04155452775039,2.203267939522351
TRUE,PMI l'Horloge / Cergy,PMI l'Horloge,"15 RUE DES PAS PERDUS, 95800 CERGY",Cergy,95,95 - Val-d'Oise,95800,oui,PMI,01.34.33.51.30,8h30-12h30 / 13h30-17h15,Fermé le midi mais toujours quelqu'un sur place,49.0493755,2.0331843
TRUE,PMI Pergola / Cergy,PMI Pergola,"3 PLACE DE LA PERGOLA, 95000 CERGY",Cergy,95,95 - Val-d'Oise,95500,oui,PMI,01.34.33.51.80,8h45-12h30 / 13h30-17h15,,49.0351251,2.0801818
TRUE,PMI de Domont ,PMI de Domont,"70 AVENUE JEAN JEAURES, 95330 DOMONT",Domont,95,95 - Val-d'Oise,95330,oui,PMI,,,,49.03217582136169,2.337624397193264
TRUE,Hôpital Simone Veil / Eaubonne,Hôpital Simone Veil,"14 RUE DE SAINT PRIX, 95600 EAUBONNE",Eaubonne,95,95 - Val-d'Oise,95600,oui,Hôpital,,,,49.0017145,2.2728463
TRUE,PMI d'Eaubonne,PMI d'Eaubonne,"2 AVENUE DE PARIS, 95600 EAUBONNE",Eaubonne,95,95 - Val-d'Oise,95600,oui,PMI,,,,48.9931351,2.2820432
TRUE,PMI d'Ermont,PMI d'Ermont,"112 RUE DU 18-JUIN, 95120 ERMONT",Ermont,95,95 - Val-d'Oise,95120,oui,PMI,,,,48.9931016,2.2498517
TRUE,PMI de Fosses,PMI de Fosses,"4 RUE FERNAND-PICQUETTE, 95470 FOSSES",Fosses,95,95 - Val-d'Oise,95470,oui,PMI,,,,49.098465,2.5170408
TRUE,PMI Montédour / Franconville,PMI Montédour,"8-10 RUE DE LA CROIX VERTE, 95130 FRANCONVILLE",Franconville,95,95 - Val-d'Oise,95130,oui,PMI,,,,48.9956988,2.2143909
TRUE,PMI Station / Franconville,PMI Station,"9 RUE DE LA STATION, 95130 FRANCONVILLE",Franconville,95,95 - Val-d'Oise,95130,oui,PMI,,,,48.9857519,2.2305655
TRUE,PMI Dame Blanche / Garges-lès-Gonesse,PMI Dame Blanche,"4 RUE ANATOLE FRANCE, 95140 GARGES-LÈS-GONESSE",Garges-lès-Gonesse,95,95 - Val-d'Oise,95140,oui,PMI,01.34.33.82.40,,,48.97375237559909,2.38933802602575
TRUE,PMI de Goussainville ,PMI Goussainville,"1 RUE MALCOLM X, 95190 GOUSSAINVILLE",Goussainville,95,95 - Val-d'Oise,95190,oui,PMI,,,,49.03786977218387,2.4598598106864595
TRUE,PMI Herblay-sur-Seine,PMI Herblay-sur-Seine,"2 AVENUE PHILIPE SEGUIN, 95220 HERBLAY-SUR-SEINE",Herblay-sur-Seine,95,95 - Val-d'Oise,95220,oui,PMI,,,,49.001406665428135,2.143000454862996
TRUE,PMI de Montmagny,PMI de Montmagny,"9 RUE MAURICE BERTEAUX, 95360 MONTMAGNY",Montmagny,95,95 - Val-d'Oise,95360,oui,PMI,,,,48.9565148,2.3357896
TRUE,PMI Mendès / Montmorency,PMI Mendès,"5 RUE PIERRE MENDÈS FRANCE, 95160 MONTMORENCY",Montmorency,95,95 - Val-d'Oise,95160,oui,PMI,,,,48.97392577776919,2.3110961683543807
TRUE,Hôpital NOVO / Pontoise,Hôpital NOVO,"6 AVENUE DE L'ÎLE DE FRANCE, 95300 PONTOISE",Pontoise,95,95 - Val-d'Oise,95300,oui,Hôpital,,,,49.0637555,2.0966772
TRUE,PMI Robert Debré / Reuil-Malmaison,PMI Robert Debré,"16 BIS AVENUE DE LA RÉPUBLIQUE, 92500 RUEIL-MALMAISON",Rueil-Malmaison,95,95 - Val-d'Oise,92500,oui,PMI,,,,48.8801883,2.1754539
TRUE,PMI Saint-Brice-sous-Forêt / Saint-Brice-sous-Forêt,PMI Saint-Brice-sous-Forêt,"12 ALLÉE DES MURIERS, 95350 SAINT-BRICE-SOUS-FÔRET",Saint-Brice-sous-Forêt,95,95 - Val-d'Oise,95350,oui,PMI,01.34.33.58.10, 09h-12h30/13h30-17h30,,49.0001341,2.3633668
TRUE,PMI de Saint-Gratien,PMI de Saint-Gratien,"SQUARE GEORGETTE AUGUTTE, 95210 SAINT-GRATIEN",Saint-Gratien,95,95 - Val-d'Oise,95210,oui,PMI,,,,48.961914410003665,2.285482968353686
TRUE,PMI de Saint-Leu-la-Forêt,PMI de Saint-Leu-la-Forêt,"28 RUE DU GÉNÉRAL DE GAULLE, 95320 SAINT-LEU-LA-FÔRET",Saint-Leu-la-Forêt,95,95 - Val-d'Oise,95320,oui,PMI,01.34.33.57.70,,,49.0180212,2.2391354
TRUE,PMI du Poirier Baron / Sannois,PMI Poirier Baron,"ALLÉE DES LOUISES BONNES, 95110 SANNOIS",Sannois,95,95 - Val-d'Oise,95110,oui,PMI,,,,48.97899689722097,2.246235553011836
TRUE,Hôpital Privé Nord Parisien / Sarcelles,Hôpital Privé Nord Parisien,"3 BOULEVARD DU MARECHAL DE LATTRE DE TASSIGNY, 95200 SARCELLES",Sarcelles,95,95 - Val-d'Oise,95200,oui,Hôpital,,,,48.9806992670799,2.3774183683547356
TRUE,PMI Paul Valery / Sarcelles,PMI Paul Valery,"59 AVENUE PAUL VALERY, 95200 SARCELLES",Sarcelles,95,95 - Val-d'Oise,95200,oui,PMI,,,,48.9803176,2.3732534
TRUE,PMI de Taverny,PMI de Taverny,"8 PLACE DES SEPT FONTAINES, 95150 TAVERNY",Taverny,95,95 - Val-d'Oise,95150,oui,PMI,01.34.33.57.35 / 01.34.33.57.36,08h45-12h30 / 13h30-17h15.,,49.02724418383399,2.213077726028683
TRUE,PMI Allende / Villiers-le-Bel,PMI Allende,"14 BD SALVADOR ALLENDE, 95400 VILLIERS-LE-BEL",Villiers-le-Bel,95,95 - Val-d'Oise,95400,oui,PMI,,,,49.0044668,2.3912628
FALSE,PMI Julie Mocquard / Gennevilliers,PMI Julien Mocquard,"21 JULIEN MOCQUARD, 92230 GENNEVILLIERS",Gennevilliers,92,92 - Hauts-de-Seine,92230,oui,PMI,01.59.03.70.70,,,48.9237833,2.2903795
FALSE,PMI de Beauchamp / Beauchamp,PMI de Beauchamp,"45 AVENUE ROGER SALENGRO, 95250 BEAUCHAMP",Beauchamp,95,95 - Val-d'Oise,95250,oui,PMI,06.67.36.10.81,,,49.0136048,2.1955305
FALSE,PMI Chapelle / Paris,PMI Chapelle,"5 CITE DE LA CHAPELLE, 75018 PARIS",Paris,75,75 - Paris,75018,oui,PMI,,,,48.8872028,2.3585282
FALSE,MaMaMa,MaMaMa,"rue Louis Girard, Aubervilliers",Aubervilliers,93,93 - Aubervilliers,93000,oui,nous,,,,48.90355834151138, 2.378094237324154
