identifiant,nom_etablissement,numero_siret,adresse,code_postal,commune,departement,region,coordonnees_x,coordonnees_y,code_epsg,code_ape,libelle_ape,libelle_eprtr,prelevements_eaux_souterraines,prelevements_eaux_surface,prelevements_reseau_distribution,somme_prelevements_(m3),Somme_de_rejet_raccorde_m3_par_an,Somme_de_rejet_isole_m3_par_an,Somme_des_rejets_(m3)
5503788,ENVIE TRANSPORT BRETAGNE,50269429200017,18 RUE DE LA DONELIERE,35000,RENNES,ILLE-ET-VILAINE,BRETAGNE,-1.687060,48.131130,4326,8899B,Action sociale sans hébergement n.c.a.,,,,,,,,
9000285,OPALE DEFENSE,53107587700013,60 Boulevard Gnral Martial Valin,75015,PARIS-15E-ARRONDISSEMENT,PARIS,ILE-DE-FRANCE,2.275530,48.836530,4326,8110Z,Activités combinées de soutien lié aux bâtiments,,  778 269 ,,,  778 269 ,,  778 269 ,  778 269 
6514495,BANQUE DE FRANCE,57210489103652,5 BOULEVARD MICHAEL FARADAY,77700,SERRIS,SEINE-ET-MARNE,ILE-DE-FRANCE,2.786880,48.845700,4326,6411Z,Activités de banque centrale,,,,,,  18 976 ,,  18 976 
5200263,COMPAGNIE BORDELAISE DES GAZ LIQUEFIES,45620101100016,LIEU-DIT LACAUSSADE LIEU-DIT LACAUSSADE,33810,AMBES,GIRONDE,NOUVELLE-AQUITAINE,-0.515890,44.999800,2154,8292Z,Activités de conditionnement,,,,,,,  20 000 ,  20 000 
6402472,CREALIS,64204389700031,TRAVERSE DE LA MONJARDE,13016,MARSEILLE 16E ARRONDISSEMENT,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,5.328380,43.361170,2154,8292Z,Activités de conditionnement,,,,,,  12 978 ,,  12 978 
6506481,CREALIS,64204389700049,26 RUE DES COULONS,94360,BRY-SUR-MARNE,VAL-DE-MARNE,ILE-DE-FRANCE,2.525310,48.837810,2154,8292Z,Activités de conditionnement,,,,,,  12 978 ,,  12 978 
10000119,COMPAGNIE DES LABORATOIRES INDUSTRIELS DU PERCHE,32726797700020,RUE DU PERCHE BP 37,28480,THIRON_GARDAIS,EURE-ET-LOIR,CENTRE,0.988740,48.309100,2154,8292Z,Activités de conditionnement,,,,,,,  4 496 ,  4 496 
7201789,QUADRIPACK,41473465700029,AVENUE GROTTES DE PASSE LOURDAIN Avenue GROTTES DE PASSE LOURDAIN,86280,SAINT-BENOIT,VIENNE,NOUVELLE-AQUITAINE,0.331960,46.540460,2154,8292Z,Activités de conditionnement,tensioactifs et agents de surface,,,,,  3 965 ,,  3 965 
6508390,FM FRANCE,36780140400214,ZAC DE FREGY,77610,FONTENAY-TRESIGNY,SEINE-ET-MARNE,ILE-DE-FRANCE,2.883330,48.700540,2154,8292Z,Activités de conditionnement,,,,,,,  881 ,  881 
6110065,SOC INDUSTRIEL CONDITIONNEMENT OPTIMISE,69732053900052,400 ALLE DES COMBES LES COMBES SOUS LE BOIS,1150,BLYES,AIN,AUVERGNE-RHONE-ALPES,5.259730,45.838530,2154,8292Z,Activités de conditionnement,,,,,,  81 ,,  81 
22100002,SOCIETE INDUSTRIELLE DE GAZ ET DE LUBRIFIANT,34495993700014,BOULEVARD DE LA POINTE JARRY ZI JARRY,97122,Baie-Mahault,GUADELOUPE,GUADELOUPE,-61.555240,16.236730,4559,8292Z,Activités de conditionnement,,,,,,,  4 ,  4 
10004115,SAS PARMENTINE PRODUCTION,33348527400034,ROUTE DE LHOPITEAU ZONE INDUSTRIELLE,28150,VOVES,EURE-ET-LOIR,CENTRE,1.614820,48.273030,2154,8292Z,Activités de conditionnement,,  13 929 ,,,  13 929 ,,,
3800654,AMIVAL,75293145100013,690 RUE Marc Jodot,59220,ROUVIGNIES,NORD,HAUTS-DE-FRANCE,3.440000,50.332520,2154,8292Z,Activités de conditionnement,,,,,,,,
3801128,HOUTCH ENERGIE SERVICE LOGISTIQUE,35244665200021,130  Rue du terroir,2200,PLOISY,AISNE,HAUTS-DE-FRANCE,3.274030,49.336590,2154,8292Z,Activités de conditionnement,,,,,,,,
5104394,CONDI PLUS,35241369400055,4 RUE DES PASTELS,2430,GAUCHY,AISNE,HAUTS-DE-FRANCE,3.271230,49.822790,2154,8292Z,Activités de conditionnement,,,,,,,,
5503785,CALORIE FLUOR,49226758800027,16  TOUCHEMORIN,35420,LA BAZOUGE-DU-DESERT,ILLE-ET-VILAINE,BRETAGNE,-1.140950,48.459640,2154,8292Z,Activités de conditionnement,,,,,,,,
5800942,SOFRASTOCK INTERNATIONAL,77561848100086,Rue des Arodromes,27220,SAINT-ANDRE-DE-L'EURE,EURE,NORMANDIE,1.249800,48.887790,27572,8292Z,Activités de conditionnement,,,,,,,,
5802016,CONDIVEX CONDITIONNEMENT DU VEXIN,31234727100032,ROUTE DE LA PORTE ROUGE,27150,ETREPAGNY,EURE,NORMANDIE,1.621140,49.301160,2154,8292Z,Activités de conditionnement,,,,,,,,
6103974,RHONE-GAZ,96950723500022,RUE DE SIBELLIN SOLAIZE,69360,SOLAIZE,RHONE,AUVERGNE-RHONE-ALPES,4.845710,45.658150,2154,8292Z,Activités de conditionnement,,,,,,,,
6400627,STOGAZ,68545040500038,Quartier du BEAUSSET Plaines Talan -,13700,MARIGNANE,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,5.195150,43.398880,2154,8292Z,Activités de conditionnement,,,,,,,,
6401024,COGEX SUD,35328289000022,ROUTE D'ARLES LA PLAINE RONDE,13270,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,4.927070,43.456500,2154,8292Z,Activités de conditionnement,,,,,,,,
6502856,LALIQUE BEAUTY SERVICES,48381710200013,Chemin du mont  grillons,77760,URY,SEINE-ET-MARNE,ILE-DE-FRANCE,2.588250,48.342110,4326,8292Z,Activités de conditionnement,,,,,,,,
6512926,CALORIE FLUOR,49226758800043,402 RUE CLEMENT ADER ZONE DU PRE CLOS,78530,BUC,YVELINES,ILE-DE-FRANCE,2.119030,48.760220,2154,8292Z,Activités de conditionnement,Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour,,,,,,,
6700415,RHONE-GAZ,96950723500048,ROUTE DE DRUSENHEIM CENTRE EMPLISSEUR,67850,HERRLISHEIM,BAS-RHIN,GRAND-EST,7.909740,48.732340,2154,8292Z,Activités de conditionnement,,,,,,,,
7001192,LOGIBEX,84286613900020,1 RUE DE LA PLAINE,59115,LEERS,NORD,HAUTS-DE-FRANCE,3.231430,50.676000,2154,8292Z,Activités de conditionnement,,,,,,,,
5602301,G'IMPRIM,40114823400040,ZI LES TAILLAS ALLEE LOUIS PASTEUR,43600,SAINTE-SIGOLENE,HAUTE-LOIRE,AUVERGNE-RHONE-ALPES,4.251810,45.252110,2154,1813Z,Activités de pré-presse,"Installations destinées au traitement de surface de matières, d'objets ou de produits à  l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an",,,,,,,
6207365,MOSELLE PHOTOGRAVURE SAS,48207162800010,ZA DE LA BIEVRE,57400,SARREBOURG,MOSELLE,GRAND-EST,7.047160,48.738450,2154,1813Z,Activités de pré-presse,,,,,,,,
6300884,MARTIN-TECHNOLOGIES,66708018800036,22 RUE HENRI GANDON,49430,LEZIGNE,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,-0.299650,47.635460,2154,1813Z,Activités de pré-presse,,,,,,,,
6600530,GRAVURE D'AZUR,38068646900020,66 IMPASSE DES MUGES ZI DE DOMAZAN,30390,DOMAZAN,GARD,OCCITANIE,4.661260,43.954770,2154,1813Z,Activités de pré-presse,,,,,,,,
7000435,NORD HELIOSERVICE,36820065500018,ROUTE NATIONALE FOSSE 7 DE VERMELLES,62670,MAZINGARBE,PAS-DE-CALAIS,HAUTS-DE-FRANCE,2.724380,50.468630,2154,1813Z,Activités de pré-presse,Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3,,,,,,,
7201193,JANOSCHKA ANGOULEME,63182013100029,LES SAVIS,16160,LE GOND-PONTOUVRE,CHARENTE,NOUVELLE-AQUITAINE,0.175190,45.687440,2154,1813Z,Activités de pré-presse,,,,,,,,
6002150,ORANO MINING,50149360500049,2 ROUTE DE LAVAUGRASSE Aprs-Mines France,87250,BESSINES-SUR-GARTEMPE,HAUTE-VIENNE,NOUVELLE-AQUITAINE,1.368420,46.119990,2154,0990Z,Activités de soutien aux autres industries extractives,Extraction souterraine et opérations connexes,,,,,,  1 692 767 ,  1 692 767 
6002154,ORANO MINING,50149360500049,2 ROUTE DE LAVAUGRASSE Aprs-Mines France - Stockage de Bellezane - Lieu-dit : Bellezane,87250,BESSINES-SUR-GARTEMPE,HAUTE-VIENNE,NOUVELLE-AQUITAINE,1.375560,46.134840,2154,0990Z,Activités de soutien aux autres industries extractives,Extraction souterraine et opérations connexes,,,,,,  1 692 767 ,  1 692 767 
6002178,ORANO MINING,50149360500049,LES CLOS Stockages des Fouilloux/Cros-Gallet,87500,LE CHALARD,HAUTE-VIENNE,NOUVELLE-AQUITAINE,1.137080,45.553240,2154,0990Z,Activités de soutien aux autres industries extractives,Extraction souterraine et opérations connexes,,,,,,  1 692 767 ,  1 692 767 
6802481,ORANO MINING,50149360500049,Rue de la Mine,12310,BERTHOLENE,AVEYRON,OCCITANIE,2.774880,44.392260,2154,0990Z,Activités de soutien aux autres industries extractives,Extraction souterraine et opérations connexes,,,,,,  1 692 767 ,  1 692 767 
6004465,FAYOLLE ET FILS,62372020800064,LE THYM,23200,MOUTIER-ROZEILLE,CREUSE,NOUVELLE-AQUITAINE,2.172520,45.932780,2154,0990Z,Activités de soutien aux autres industries extractives,,,,,,,,
6702132,CAVE COOPERATIVE VINICOLE,78935925400016,16 RUE DES TUILERIES,68230,TURCKHEIM,HAUT-RHIN,GRAND-EST,7.267560,48.086110,4326,0161Z,Activités de soutien aux cultures,,,,,,  7 850 ,,  7 850 
6400380,COOPERATIVE AGRICOLE PROVENCE LANGUEDOC,77571385200017,158  Chemin de Brantes,84700,SORGUES,VAUCLUSE,PROVENCE-ALPES-COTE-D'AZUR,4.876020,44.001610,2154,0161Z,Activités de soutien aux cultures,,,,,,,  1 996 ,  1 996 
52203437,SOCIETE AUREGAN-MEGRET,38761503200027,11 RUE DE LA RESIDENCE LANGOUHEDRE LANGOUHEDRE,22640,PLENEE-JUGON,COTES-D'ARMOR,BRETAGNE,-2.373270,48.376420,2154,0161Z,Activités de soutien aux cultures,disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg),,14 929,635,15 564,,,
5106549,LA FERME DU BOIS,44115815100015,LA FERME DU BOIS,60113,MONCHY-HUMIERES,OISE,HAUTS-DE-FRANCE,2.723060,49.479300,27572,0161Z,Activités de soutien aux cultures,,,,,,,,
5108275,VETA,49336986200013,13 RUE VERTE,80160,LOEUILLY,SOMME,HAUTS-DE-FRANCE,2.198650,49.782370,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
5402846,MICHEL BROT,50061432600014,FERME DE LA SOUCHE,21150,MARIGNY-LE-CAHOUET,COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,4.458650,47.463550,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
5602158,ECOVERT BOILON,49018931300011,LES GRAVIERES,63350,CULHAT,PUY-DE-DOME,AUVERGNE-RHONE-ALPES,3.323130,45.843540,2154,0161Z,Activités de soutien aux cultures,Installations destinées à  l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour,,,,,,,
5704238,BRIE COMPOST,48468762900010,Ferme saint Grgoire,51310,NEUVY,MARNE,GRAND-EST,3.369270,48.708560,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
5802788,SARL BRAY COMPOST,44815794100015,2 RUE DE LA GOULEE,76270,LUCY,SEINE-MARITIME,NORMANDIE,1.454430,49.766950,27572,0161Z,Activités de soutien aux cultures,,,,,,,,
6207645,CETV,44894265600019,La Petite Bise,54470,BEAUMONT,MEURTHE-ET-MOSELLE,GRAND-EST,5.796180,48.868690,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
6208421,Plateforme de compostage TERRAGRI,40537732600013,Ferme des Retournards,88700,BRU,VOSGES,GRAND-EST,6.670840,48.362620,27572,0161Z,Activités de soutien aux cultures,,,,,,,,
6209873,A.B.C.D.E.,34881107600036,951  REGUENEL,88800,MANDRES-SUR-VAIR,VOSGES,GRAND-EST,5.893440,48.238610,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
6511344,BRIE COMPOST,48468762900010,FERME DE MONGLAS FERME DE MONGLAS,77320,CERNEUX,SEINE-ET-MARNE,ILE-DE-FRANCE,3.332000,48.694070,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
6511926,COMPOST-TECHNOLOGIE DU MEE,44839602800020,ROUTE DE LIMOSIN LA COMPOSTIERE,77120,SAINTS,SEINE-ET-MARNE,ILE-DE-FRANCE,3.074350,48.785570,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
6602409,SOCIETE PATRICK TUBERT,39200507000017,ROUTE DE BAGES MAS TUBERT,66200,ELNE,PYRENEES-ORIENTALES,OCCITANIE,2.971720,42.596500,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
6603941,DELCROS TP,79479727400014,VILLAGE,48310,ALBARET-LE-COMTAL,LOZERE,OCCITANIE,3.238080,44.830210,27572,0161Z,Activités de soutien aux cultures,,,,,,,,
6604788,SOCIETE PATRICK TUBERT,39200507000017,ROUTE DE BAGES MAS TUBERT,66200,ELNE,PYRENEES-ORIENTALES,OCCITANIE,2.972480,42.601980,27572,0161Z,Activités de soutien aux cultures,,,,,,,,
6700371,SOC EXPLOIT SILOS PORT RHENAN,91632073200016,zone portuaire,68600,VOLGELSHEIM,HAUT-RHIN,GRAND-EST,7.565100,48.032380,4326,0161Z,Activités de soutien aux cultures,,,,,,,,
10012142,BEAUCE COMPOST,79475605600014,Les Monjoies,28300,BERCHERES-SAINT-GERMAIN,EURE-ET-LOIR,CENTRE,1.479150,48.533140,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
50300662,GAEC PIEDALLU,52280070500017,3 RUE DES SABOTIERS,3120,PERIGNY,ALLIER,AUVERGNE-RHONE-ALPES,3.553170,46.248430,4326,0161Z,Activités de soutien aux cultures,disposant de 40 000 emplacements pour la volaille,,,,,,,
52203359,MOISAN PASCAL,44261976300018,15 la ville lyo,22150,PLEMY,COTES-D'ARMOR,BRETAGNE,-2.718270,48.312560,2154,0161Z,Activités de soutien aux cultures,disposant de 40 000 emplacements pour la volaille,,,,,,,
52900799,SARL PAUL LE ROY,40539140000018,KERGAOUEN,29370,ELLIANT,FINISTERE,BRETAGNE,-3.889170,48.040940,2154,0161Z,Activités de soutien aux cultures,disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg),,,,,,,
53800628,CONFLUENCE AMENDEMENTS,51089682200010,SAINT-LOUIS,38280,ANTHON,ISERE,AUVERGNE-RHONE-ALPES,5.153030,45.783780,2154,0161Z,Activités de soutien aux cultures,,,,,,,,
55001120,ELEVAGE DU BREUIL,40317102800026,4  VILLAGE LE BREUIL LE PETIT BREUIL,50270,LES MOITIERS-D'ALLONNE,MANCHE,NORMANDIE,-1.778820,49.404460,2154,0161Z,Activités de soutien aux cultures,disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg),,,,,,,
58000948,DESSAUX,41531427700013,17 RUE DU BAS,80970,SAILLY-FLIBEAUCOURT,SOMME,HAUTS-DE-FRANCE,1.766690,50.179060,4326,0161Z,Activités de soutien aux cultures,disposant de 40 000 emplacements pour la volaille,,,,,,,
5302773,S I E P,35386995100031,LA THIBAUDIERE,61130,SAINT-GERMAIN-DE-LA-COUDRE,ORNE,NORMANDIE,0.595260,48.279530,2154,7311Z,Activités des agences de publicité,,,,,,,,
5501421,ETCHE STOCK,88887517600016,"Parc d'Activits Les 4 Routes, B.P. 22",35390,GRAND-FOUGERAY,ILLE-ET-VILAINE,BRETAGNE,-1.719060,47.744000,4326,6810Z,Activités des marchands de biens immobiliers,,,,,,,,
5802028,PROLOGIS FRANCE XIX EURL,43337340400048,Parc du Hode II - ex btiments 1-2-3,76430,SAINT-VIGOR-D'YMONVILLE,SEINE-MARITIME,NORMANDIE,0.335230,49.473490,2154,6810Z,Activités des marchands de biens immobiliers,,,,,,,,
6513580,PROLOGIS FRANCE CXLV(A),49004249600052,"8, rue Jean Mermoz - bt DC9, ZAC de la Feuchre",77290,COMPANS,SEINE-ET-MARNE,ILE-DE-FRANCE,2.655170,48.989100,2154,6810Z,Activités des marchands de biens immobiliers,,,,,,,,
10400216,PROLOGIS FRANCE XLI EURL,44231492800049,10 rue du Brisson,38290,SATOLAS-ET-BONCE,ISERE,AUVERGNE-RHONE-ALPES,5.125330,45.671250,2154,6810Z,Activités des marchands de biens immobiliers,,,,,,,,
100000768,chambre de commerce et industrie hauts de france,13002271800014,26  rue du foss Warin,80000,AMIENS,SOMME,HAUTS-DE-FRANCE,2.281100,49.925260,4326,9411Z,Activités des organisations patronales et consulaires,,,,,,,,
58700130,LANAUD STATION,39462914100018,LANAUD,87220,BOISSEUIL,HAUTE-VIENNE,NOUVELLE-AQUITAINE,1.324370,45.734510,2154,9412Z,Activités des organisations professionnelles,,,,,,,,
6500510,EURO DISNEY ASSOCIES SAS,39747182200114,"Btiment Merlin, BP 100",77700,SERRIS,SEINE-ET-MARNE,ILE-DE-FRANCE,2.769570,48.877980,2154,9321Z,Activités des parcs d'attractions et parcs à  thèmes,,,,,,  628 595 ,,  628 595 
7000056,CARRIERES DU BASSIN DE LA SAMBRE,31641770800039,Chemin des Paquiers,59330,LIMONT-FONTAINE,NORD,HAUTS-DE-FRANCE,3.917140,50.218230,2154,7010Z,Activités des sièges sociaux,Extraction à  ciel ouvert et exploitation en carrière lorsque la surperficie du site oà¹ sont effectuées des opérations d'extraction est égale à  25 hectares,  10 490 000 ,,,  10 490 000 ,,  10 490 000 ,  10 490 000 
6400988,LYONDELLBASELL SERVICES FRANCE SAS,50153703900023,CHEMIN DEPARTEMENTAL QRT OUEST RAFFINERIE DE BERRE  CD  54,13130,BERRE-L'ETANG,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,5.165100,43.472210,2154,7010Z,Activités des sièges sociaux,,,,  140 374 ,  140 374 ,  5 164 226 ,  5 139 958 ,  10 304 184 
6410871,LYONDELLBASELL SERVICES FRANCE SAS,50153703900023,CHEMIN DEPARTEMENTAL QRT OUEST RAFFINERIE DE BERRE  CD  54,13130,BERRE-L'ETANG,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,5.162060,43.502950,27572,7010Z,Activités des sièges sociaux,Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,,  118 464 ,  644 003 ,  762 467 ,  5 164 226 ,  5 139 958 ,  10 304 184 
6501169,TOTALENERGIES MARKETING SERVICES,54203492116871,619 DEPARTEMENTAL GRANDPUITS BAILLY CARROIS PLATEFORME DE GRANDPUITS,77720,GRANDPUITS-BAILLY-CARROIS,SEINE-ET-MARNE,ILE-DE-FRANCE,3.007900,48.584660,2154,7010Z,Activités des sièges sociaux,Raffineries de pétrole et de gaz,,,,,,  3 718 257 ,  3 718 257 
5702411,GSM,57216565201153,"- - La Sente de Larzicourt, Les Clochers, Le Chemin de Goncourt, Haut du Chemin de Matignicourt,, Les Grands Chicherons, Les Vignottes. -",51300,MATIGNICOURT-GONCOURT,MARNE,GRAND-EST,4.655870,48.671880,2154,7010Z,Activités des sièges sociaux,,,,,,,  2 529 114 ,  2 529 114 
3012015,CARRIERES & MATERIAUX NORD-EST,42118530700046,2 chemin de la sablire Sandgrube et Griesheimer Starsse,67870,BISCHOFFSHEIM,BAS-RHIN,GRAND-EST,7.522450,48.491000,,7010Z,Activités des sièges sociaux,,,,,,,  553 270 ,  553 270 
5906556,CARRIERES & MATERIAUX NORD-EST,42118530700046,Lieu-dit Bois Meunier,90110,ROMAGNY-SOUS-ROUGEMONT,TERRITOIRE-DE-BELFORT,BOURGOGNE-FRANCHE-COMTE,6.968870,47.713750,2154,7010Z,Activités des sièges sociaux,,,,,,,  553 270 ,  553 270 
6206356,CARRIERES & MATERIAUX NORD-EST,42118530700046,Les grandes Saussaies,54850,MESSEIN,MEURTHE-ET-MOSELLE,GRAND-EST,6.130310,48.612770,2154,7010Z,Activités des sièges sociaux,,,,,,,  553 270 ,  553 270 
20800008,BETON ET AGREGATS,42228223600047,LIEU-DIT PURETTA,20290,LUCCIANA,HAUTE-CORSE,CORSE,9.498180,42.552310,,7010Z,Activités des sièges sociaux,,  58 490 ,,  74 408 ,  132 898 ,,  412 906 ,  412 906 
6103663,SANOFI PASTEUR,45127902000023,31 QUAI ARMAND BARBES,69250,NEUVILLE-SUR-SAONE,RHONE,AUVERGNE-RHONE-ALPES,4.827780,45.881090,2154,7010Z,Activités des sièges sociaux,Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base,,,,,  353 790 ,  7 771 ,  361 561 
5521186,SILL DAIRY INTERNATIONAL,48768161100025,25B  rue Rue Auguste Bartholdi,29400,LANDIVISIAU,FINISTERE,BRETAGNE,-4.077990,48.520820,2154,7010Z,Activités des sièges sociaux,Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle),,,134 162,134 162,  178 313 ,,  178 313 
5101291,LAFARGE GRANULATS,56211088200015,cd155 lieu dit les taillis,60126,LONGUEIL-SAINTE-MARIE,OISE,HAUTS-DE-FRANCE,2.670760,49.333090,2154,7010Z,Activités des sièges sociaux,Extraction à  ciel ouvert et exploitation en carrière lorsque la surperficie du site oà¹ sont effectuées des opérations d'extraction est égale à  25 hectares,  22 714 ,,,  22 714 ,,  148 470 ,  148 470 
5803965,LAFARGE GRANULATS,56211088200015,"Le Fort, Igoville/Alizay",27460,ALIZAY,EURE,NORMANDIE,1.162300,49.312020,4326,7010Z,Activités des sièges sociaux,Extraction à  ciel ouvert et exploitation en carrière lorsque la surperficie du site oà¹ sont effectuées des opérations d'extraction est égale à  25 hectares,,272 520,,272 520,,  148 470 ,  148 470 
6506623,LAFARGE GRANULATS,56211088200015,Route de Sandrancourt,78520,SAINT-MARTIN-LA-GARENNE,YVELINES,ILE-DE-FRANCE,1.636090,49.018410,2154,7010Z,Activités des sièges sociaux,,,,,,,  148 470 ,  148 470 
52904384,CONSERVERIE CHANCERELLE,44314687300023,3 RUE DES CONSERVERIES ZI DE LANNUGAT,29100,DOUARNENEZ,FINISTERE,BRETAGNE,-4.299880,48.079140,2154,7010Z,Activités des sièges sociaux,,,,,,  132 075 ,,  132 075 
10004916,ANETT DEUX,37975385800016,rue Emile Roux Anett Centre Loire ZI Les Gailletrous,41260,LA CHAUSSEE-SAINT-VICTOR,LOIR-ET-CHER,CENTRE,1.356120,47.615320,4326,7010Z,Activités des sièges sociaux,,,,,,  84 221 ,  41 747 ,  125 968 
55301450,HOLVIA PORC,51040823000017,"162  Rue du bas des bois 162, rue du Bas des Bois",53000,LAVAL,MAYENNE,PAYS-DE-LA-LOIRE,-0.764760,48.051040,,7010Z,Activités des sièges sociaux,Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour,,,98 821,98 821,  105 000 ,,  105 000 
5100297,AUCHAN HYPERMARCHE,41040946000012,N32 Route nationale route nationale 32 .Centre commercial,2100,FAYET,AISNE,HAUTS-DE-FRANCE,3.252920,49.870010,2154,7010Z,Activités des sièges sociaux,,,,,,  95 342 ,,  95 342 
7001318,AUCHAN HYPERMARCHE,41040946000012,"centre commercial, chemin dpartemental 121",59720,LOUVROIL,NORD,HAUTS-DE-FRANCE,3.956110,50.256770,2154,7010Z,Activités des sièges sociaux,,,,,,  95 342 ,,  95 342 
7001322,AUCHAN HYPERMARCHE,41040946000012,RN 42,62280,SAINT-MARTIN-BOULOGNE,PAS-DE-CALAIS,HAUTS-DE-FRANCE,1.622080,50.708100,2154,7010Z,Activités des sièges sociaux,,,,,,  95 342 ,,  95 342 
7001325,AUCHAN HYPERMARCHE,41040946000012,Boulevard d'Halluin,59223,RONCQ,NORD,HAUTS-DE-FRANCE,3.132550,50.736170,2154,7010Z,Activités des sièges sociaux,,,,,,  95 342 ,,  95 342 
7003152,AUCHAN HYPERMARCHE,41040946000012,"centre commercial les pis, RN17",59450,SIN-LE-NOBLE,NORD,HAUTS-DE-FRANCE,3.101150,50.343360,2154,7010Z,Activités des sièges sociaux,,,,,,  95 342 ,,  95 342 
52900036,JEAN-PIERRE TALLEC-L'HERITAGE DU GOUT,57202153300045,58  rue de Scar,29380,BANNALEC,FINISTERE,BRETAGNE,-3.700520,47.936040,2154,7010Z,Activités des sièges sociaux,,,,,,  55 751 ,,  55 751 
5800354,SOCIETE POUR EXPLOITATION USINE DE ROUEN,55200645400565,3 RUE LE TURQUIE DE LONGCHAMP,76100,ROUEN,SEINE-MARITIME,NORMANDIE,1.051560,49.435750,2154,7010Z,Activités des sièges sociaux,,,,,,,  45 358 ,  45 358 
3802000,CL DUNKERQUE,89058387500012,7255   PORT 7255,59630,BOURBOURG,NORD,HAUTS-DE-FRANCE,2.179030,50.969200,4326,7010Z,Activités des sièges sociaux,matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle),,  84 480 ,,  84 480 ,,  44 663 ,  44 663 
6204549,GIE DU COSTET,38260726500032,"Le Costet Beillard, chemin de la cleurie",88400,GERARDMER,VOSGES,GRAND-EST,6.859610,48.064970,2154,7010Z,Activités des sièges sociaux,,,,,,,  39 064 ,  39 064 
6503421,GUERLAIN,58202226500018,"D150, Route de Rambouillet, Les Bois de la Grange D150, Route de Rambouillet Les Bois de la Grange",78125,ORPHIN,YVELINES,ILE-DE-FRANCE,1.780670,48.589560,2154,7010Z,Activités des sièges sociaux,,,,,,  22 251 ,,  22 251 
5202707,CLEAN MOURENX,38264360900011,PA chimique Os Marsillon,64150,MOURENX,PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE,-0.612370,43.384460,2154,7010Z,Activités des sièges sociaux,,,,,,,  13 383 ,  13 383 
7002772,PLASTIC OMNIUM COMPOSITES,30634863200077,ZI Les prs loribes,59128,FLERS-EN-ESCREBIEUX,NORD,HAUTS-DE-FRANCE,3.062780,50.406000,2154,7010Z,Activités des sièges sociaux,,,,,,  1 202 ,  10 983 ,  12 185 
5201357,LIXOL LABORATOIRE FRANCAIS DU SUD-OUEST,48160419700071,525 boulevard de l'industrie,33260,LA TESTE-DE-BUSH,GIRONDE,NOUVELLE-AQUITAINE,-1.127250,44.614100,4326,7010Z,Activités des sièges sociaux,,,,,,  572 ,,  572 
6702232,JET AVIATION AG BASEL,45089351600010,"MAINTENANCE DIVISION P.O. BOX, CH-4030 BASEL AIRPORT SUISSE",68300,SAINT-LOUIS,HAUT-RHIN,GRAND-EST,7.534880,47.594170,2154,7010Z,Activités des sièges sociaux,,,,,,  521 ,,  521 
10006740,LIDL,34326262204901,3 Rue Nungesser et Coli ZA ISOPARC,37250,SORIGNY,INDRE-ET-LOIRE,CENTRE,0.715020,47.265150,2154,7010Z,Activités des sièges sociaux,,,,,,,,
